date,store,item,sales,year,month,day,day_of_week,is_weekend
2015-08-15,1,3,45,2015,8,15,5,1
2015-08-16,1,3,47,2015,8,16,6,1
2015-08-17,1,3,29,2015,8,17,0,0
2015-08-18,1,3,24,2015,8,18,1,0
2015-08-19,1,3,33,2015,8,19,2,0
2015-08-20,1,3,50,2015,8,20,3,0
2015-08-21,1,3,36,2015,8,21,4,0
2015-08-22,1,3,45,2015,8,22,5,1
2015-08-23,1,3,42,2015,8,23,6,1
2015-08-24,1,3,26,2015,8,24,0,0
2015-08-25,1,3,37,2015,8,25,1,0
2015-08-26,1,3,31,2015,8,26,2,0
2015-08-27,1,3,47,2015,8,27,3,0
2015-08-28,1,3,41,2015,8,28,4,0
2015-08-29,1,3,48,2015,8,29,5,1
2015-08-30,1,3,50,2015,8,30,6,1
2015-08-31,1,3,40,2015,8,31,0,0
2015-09-01,1,3,27,2015,9,1,1,0
2015-09-02,1,3,27,2015,9,2,2,0
2015-09-03,1,3,33,2015,9,3,3,0
2015-09-04,1,3,43,2015,9,4,4,0
2015-09-05,1,3,37,2015,9,5,5,1
2015-09-06,1,3,35,2015,9,6,6,1
2015-09-07,1,3,33,2015,9,7,0,0
2015-09-08,1,3,36,2015,9,8,1,0
2015-09-09,1,3,39,2015,9,9,2,0
2015-09-10,1,3,43,2015,9,10,3,0
2015-09-11,1,3,37,2015,9,11,4,0
2015-09-12,1,3,60,2015,9,12,5,1
2015-09-13,1,3,47,2015,9,13,6,1
2015-09-14,1,3,26,2015,9,14,0,0
2015-09-15,1,3,25,2015,9,15,1,0
2015-09-16,1,3,36,2015,9,16,2,0
2015-09-17,1,3,44,2015,9,17,3,0
2015-09-18,1,3,26,2015,9,18,4,0
2015-09-19,1,3,38,2015,9,19,5,1
2015-09-20,1,3,42,2015,9,20,6,1
2015-09-21,1,3,36,2015,9,21,0,0
2015-09-22,1,3,36,2015,9,22,1,0
2015-09-23,1,3,29,2015,9,23,2,0
2015-09-24,1,3,37,2015,9,24,3,0
2015-09-25,1,3,43,2015,9,25,4,0
2015-09-26,1,3,43,2015,9,26,5,1
2015-09-27,1,3,55,2015,9,27,6,1
2015-09-28,1,3,27,2015,9,28,0,0
2015-09-29,1,3,39,2015,9,29,1,0
2015-09-30,1,3,33,2015,9,30,2,0
2015-10-01,1,3,26,2015,10,1,3,0
2015-10-02,1,3,21,2015,10,2,4,0
2015-10-03,1,3,40,2015,10,3,5,1
2015-10-04,1,3,41,2015,10,4,6,1
2015-10-05,1,3,31,2015,10,5,0,0
2015-10-06,1,3,31,2015,10,6,1,0
2015-10-07,1,3,34,2015,10,7,2,0
2015-10-08,1,3,34,2015,10,8,3,0
2015-10-09,1,3,32,2015,10,9,4,0
2015-10-10,1,3,37,2015,10,10,5,1
2015-10-11,1,3,35,2015,10,11,6,1
2015-10-12,1,3,28,2015,10,12,0,0
2015-10-13,1,3,44,2015,10,13,1,0
2015-10-14,1,3,30,2015,10,14,2,0
2015-10-15,1,3,26,2015,10,15,3,0
2015-10-16,1,3,24,2015,10,16,4,0
2015-10-17,1,3,32,2015,10,17,5,1
2015-10-18,1,3,36,2015,10,18,6,1
2015-10-19,1,3,32,2015,10,19,0,0
2015-10-20,1,3,31,2015,10,20,1,0
2015-10-21,1,3,36,2015,10,21,2,0
2015-10-22,1,3,39,2015,10,22,3,0
2015-10-23,1,3,33,2015,10,23,4,0
2015-10-24,1,3,32,2015,10,24,5,1
2015-10-25,1,3,39,2015,10,25,6,1
2015-10-26,1,3,30,2015,10,26,0,0
2015-10-27,1,3,40,2015,10,27,1,0
2015-10-28,1,3,38,2015,10,28,2,0
2015-10-29,1,3,38,2015,10,29,3,0
2015-10-30,1,3,37,2015,10,30,4,0
2015-10-31,1,3,34,2015,10,31,5,1
2015-11-01,1,3,46,2015,11,1,6,1
2015-11-02,1,3,22,2015,11,2,0,0
2015-11-03,1,3,28,2015,11,3,1,0
2015-11-04,1,3,25,2015,11,4,2,0
2015-11-05,1,3,37,2015,11,5,3,0
2015-11-06,1,3,37,2015,11,6,4,0
2015-11-07,1,3,39,2015,11,7,5,1
2015-11-08,1,3,47,2015,11,8,6,1
2015-11-09,1,3,27,2015,11,9,0,0
2015-11-10,1,3,22,2015,11,10,1,0
2015-11-11,1,3,42,2015,11,11,2,0
2015-11-12,1,3,42,2015,11,12,3,0
2015-11-13,1,3,32,2015,11,13,4,0
2015-11-14,1,3,43,2015,11,14,5,1
2015-11-15,1,3,43,2015,11,15,6,1
2015-11-16,1,3,30,2015,11,16,0,0
2015-11-17,1,3,34,2015,11,17,1,0
2015-11-18,1,3,36,2015,11,18,2,0
2015-11-19,1,3,29,2015,11,19,3,0
2015-11-20,1,3,43,2015,11,20,4,0
2015-11-21,1,3,36,2015,11,21,5,1
2015-11-22,1,3,43,2015,11,22,6,1
2015-11-23,1,3,25,2015,11,23,0,0
2015-11-24,1,3,27,2015,11,24,1,0
2015-11-25,1,3,32,2015,11,25,2,0
2015-11-26,1,3,38,2015,11,26,3,0
2015-11-27,1,3,32,2015,11,27,4,0
2015-11-28,1,3,41,2015,11,28,5,1
2015-11-29,1,3,49,2015,11,29,6,1
2015-11-30,1,3,32,2015,11,30,0,0
2015-12-01,1,3,15,2015,12,1,1,0
2015-12-02,1,3,22,2015,12,2,2,0
2015-12-03,1,3,12,2015,12,3,3,0
2015-12-04,1,3,23,2015,12,4,4,0
2015-12-05,1,3,33,2015,12,5,5,1
2015-12-06,1,3,40,2015,12,6,6,1
2015-12-07,1,3,20,2015,12,7,0,0
2015-12-08,1,3,24,2015,12,8,1,0
2015-12-09,1,3,19,2015,12,9,2,0
2015-12-10,1,3,30,2015,12,10,3,0
2015-12-11,1,3,25,2015,12,11,4,0
2015-12-12,1,3,34,2015,12,12,5,1
2015-12-13,1,3,39,2015,12,13,6,1
2015-12-14,1,3,22,2015,12,14,0,0
2015-12-15,1,3,24,2015,12,15,1,0
2015-12-16,1,3,26,2015,12,16,2,0
2015-12-17,1,3,23,2015,12,17,3,0
2015-12-18,1,3,36,2015,12,18,4,0
2015-12-19,1,3,24,2015,12,19,5,1
2015-12-20,1,3,22,2015,12,20,6,1
2015-12-21,1,3,18,2015,12,21,0,0
2015-12-22,1,3,29,2015,12,22,1,0
2015-12-23,1,3,22,2015,12,23,2,0
2015-12-24,1,3,32,2015,12,24,3,0
2015-12-25,1,3,20,2015,12,25,4,0
2015-12-26,1,3,23,2015,12,26,5,1
2015-12-27,1,3,19,2015,12,27,6,1
2015-12-28,1,3,8,2015,12,28,0,0
2015-12-29,1,3,28,2015,12,29,1,0
2015-12-30,1,3,21,2015,12,30,2,0
2015-12-31,1,3,17,2015,12,31,3,0
2016-01-01,1,3,23,2016,1,1,4,0
2016-01-02,1,3,22,2016,1,2,5,1
2016-01-03,1,3,31,2016,1,3,6,1
2016-01-04,1,3,23,2016,1,4,0,0
2016-01-05,1,3,18,2016,1,5,1,0
2016-01-06,1,3,20,2016,1,6,2,0
2016-01-07,1,3,24,2016,1,7,3,0
2016-01-08,1,3,40,2016,1,8,4,0
2016-01-09,1,3,31,2016,1,9,5,1
2016-01-10,1,3,35,2016,1,10,6,1
2016-01-11,1,3,15,2016,1,11,0,0
2016-01-12,1,3,34,2016,1,12,1,0
2016-01-13,1,3,24,2016,1,13,2,0
2016-01-14,1,3,27,2016,1,14,3,0
2016-01-15,1,3,27,2016,1,15,4,0
2016-01-16,1,3,27,2016,1,16,5,1
2016-01-17,1,3,31,2016,1,17,6,1
2016-01-18,1,3,22,2016,1,18,0,0
2016-01-19,1,3,21,2016,1,19,1,0
2016-01-20,1,3,20,2016,1,20,2,0
2016-01-21,1,3,22,2016,1,21,3,0
2016-01-22,1,3,29,2016,1,22,4,0
2016-01-23,1,3,32,2016,1,23,5,1
2016-01-24,1,3,31,2016,1,24,6,1
2016-01-25,1,3,21,2016,1,25,0,0
2016-01-26,1,3,18,2016,1,26,1,0
2016-01-27,1,3,21,2016,1,27,2,0
2016-01-28,1,3,22,2016,1,28,3,0
2016-01-29,1,3,26,2016,1,29,4,0
2016-01-30,1,3,27,2016,1,30,5,1
2016-01-31,1,3,31,2016,1,31,6,1
2016-02-01,1,3,14,2016,2,1,0,0
2016-02-02,1,3,28,2016,2,2,1,0
2016-02-03,1,3,26,2016,2,3,2,0
2016-02-04,1,3,27,2016,2,4,3,0
2016-02-05,1,3,32,2016,2,5,4,0
2016-02-06,1,3,34,2016,2,6,5,1
2016-02-07,1,3,33,2016,2,7,6,1
2016-02-08,1,3,22,2016,2,8,0,0
2016-02-09,1,3,35,2016,2,9,1,0
2016-02-10,1,3,33,2016,2,10,2,0
2016-02-11,1,3,27,2016,2,11,3,0
2016-02-12,1,3,24,2016,2,12,4,0
2016-02-13,1,3,33,2016,2,13,5,1
2016-02-14,1,3,30,2016,2,14,6,1
2016-02-15,1,3,18,2016,2,15,0,0
2016-02-16,1,3,30,2016,2,16,1,0
2016-02-17,1,3,22,2016,2,17,2,0
2016-02-18,1,3,25,2016,2,18,3,0
2016-02-19,1,3,27,2016,2,19,4,0
2016-02-20,1,3,27,2016,2,20,5,1
2016-02-21,1,3,37,2016,2,21,6,1
2016-02-22,1,3,27,2016,2,22,0,0
2016-02-23,1,3,28,2016,2,23,1,0
2016-02-24,1,3,32,2016,2,24,2,0
2016-02-25,1,3,20,2016,2,25,3,0
2016-02-26,1,3,27,2016,2,26,4,0
2016-02-27,1,3,21,2016,2,27,5,1
2016-02-28,1,3,32,2016,2,28,6,1
2016-02-29,1,3,20,2016,2,29,0,0
2016-03-01,1,3,32,2016,3,1,1,0
2016-03-02,1,3,22,2016,3,2,2,0
2016-03-03,1,3,40,2016,3,3,3,0
2016-03-04,1,3,36,2016,3,4,4,0
2016-03-05,1,3,43,2016,3,5,5,1
2016-03-06,1,3,35,2016,3,6,6,1
2016-03-07,1,3,26,2016,3,7,0,0
2016-03-08,1,3,34,2016,3,8,1,0
2016-03-09,1,3,38,2016,3,9,2,0
2016-03-10,1,3,46,2016,3,10,3,0
2016-03-11,1,3,26,2016,3,11,4,0
2016-03-12,1,3,38,2016,3,12,5,1
2016-03-13,1,3,34,2016,3,13,6,1
2016-03-14,1,3,18,2016,3,14,0,0
2016-03-15,1,3,24,2016,3,15,1,0
2016-03-16,1,3,28,2016,3,16,2,0
2016-03-17,1,3,24,2016,3,17,3,0
2016-03-18,1,3,37,2016,3,18,4,0
2016-03-19,1,3,44,2016,3,19,5,1
2016-03-20,1,3,39,2016,3,20,6,1
2016-03-21,1,3,21,2016,3,21,0,0
2016-03-22,1,3,25,2016,3,22,1,0
2016-03-23,1,3,36,2016,3,23,2,0
2016-03-24,1,3,30,2016,3,24,3,0
2016-03-25,1,3,44,2016,3,25,4,0
2016-03-26,1,3,37,2016,3,26,5,1
2016-03-27,1,3,37,2016,3,27,6,1
2016-03-28,1,3,27,2016,3,28,0,0
2016-03-29,1,3,30,2016,3,29,1,0
2016-03-30,1,3,21,2016,3,30,2,0
2016-03-31,1,3,29,2016,3,31,3,0
2016-04-01,1,3,40,2016,4,1,4,0
2016-04-02,1,3,28,2016,4,2,5,1
2016-04-03,1,3,43,2016,4,3,6,1
2016-04-04,1,3,36,2016,4,4,0,0
2016-04-05,1,3,32,2016,4,5,1,0
2016-04-06,1,3,35,2016,4,6,2,0
2016-04-07,1,3,40,2016,4,7,3,0
2016-04-08,1,3,50,2016,4,8,4,0
2016-04-09,1,3,36,2016,4,9,5,1
2016-04-10,1,3,67,2016,4,10,6,1
2016-04-11,1,3,33,2016,4,11,0,0
2016-04-12,1,3,29,2016,4,12,1,0
2016-04-13,1,3,28,2016,4,13,2,0
2016-04-14,1,3,38,2016,4,14,3,0
2016-04-15,1,3,34,2016,4,15,4,0
2016-04-16,1,3,48,2016,4,16,5,1
2016-04-17,1,3,39,2016,4,17,6,1
2016-04-18,1,3,26,2016,4,18,0,0
2016-04-19,1,3,23,2016,4,19,1,0
2016-04-20,1,3,43,2016,4,20,2,0
2016-04-21,1,3,43,2016,4,21,3,0
2016-04-22,1,3,35,2016,4,22,4,0
2016-04-23,1,3,44,2016,4,23,5,1
2016-04-24,1,3,43,2016,4,24,6,1
2016-04-25,1,3,34,2016,4,25,0,0
2016-04-26,1,3,32,2016,4,26,1,0
2016-04-27,1,3,31,2016,4,27,2,0
2016-04-28,1,3,34,2016,4,28,3,0
2016-04-29,1,3,32,2016,4,29,4,0
2016-04-30,1,3,37,2016,4,30,5,1
2016-05-01,1,3,53,2016,5,1,6,1
2016-05-02,1,3,30,2016,5,2,0,0
2016-05-03,1,3,35,2016,5,3,1,0
2016-05-04,1,3,37,2016,5,4,2,0
2016-05-05,1,3,59,2016,5,5,3,0
2016-05-06,1,3,50,2016,5,6,4,0
2016-05-07,1,3,54,2016,5,7,5,1
2016-05-08,1,3,49,2016,5,8,6,1
2016-05-09,1,3,40,2016,5,9,0,0
2016-05-10,1,3,35,2016,5,10,1,0
2016-05-11,1,3,39,2016,5,11,2,0
2016-05-12,1,3,39,2016,5,12,3,0
2016-05-13,1,3,44,2016,5,13,4,0
2016-05-14,1,3,32,2016,5,14,5,1
2016-05-15,1,3,46,2016,5,15,6,1
2016-05-16,1,3,36,2016,5,16,0,0
2016-05-17,1,3,34,2016,5,17,1,0
2016-05-18,1,3,43,2016,5,18,2,0
2016-05-19,1,3,44,2016,5,19,3,0
2016-05-20,1,3,46,2016,5,20,4,0
2016-05-21,1,3,51,2016,5,21,5,1
2016-05-22,1,3,43,2016,5,22,6,1
2016-05-23,1,3,36,2016,5,23,0,0
2016-05-24,1,3,34,2016,5,24,1,0
2016-05-25,1,3,39,2016,5,25,2,0
2016-05-26,1,3,52,2016,5,26,3,0
2016-05-27,1,3,34,2016,5,27,4,0
2016-05-28,1,3,55,2016,5,28,5,1
2016-05-29,1,3,33,2016,5,29,6,1
2016-05-30,1,3,36,2016,5,30,0,0
2016-05-31,1,3,39,2016,5,31,1,0
2016-06-01,1,3,40,2016,6,1,2,0
2016-06-02,1,3,48,2016,6,2,3,0
2016-06-03,1,3,40,2016,6,3,4,0
2016-06-04,1,3,57,2016,6,4,5,1
2016-06-05,1,3,48,2016,6,5,6,1
2016-06-06,1,3,19,2016,6,6,0,0
2016-06-07,1,3,43,2016,6,7,1,0
2016-06-08,1,3,36,2016,6,8,2,0
2016-06-09,1,3,32,2016,6,9,3,0
2016-06-10,1,3,50,2016,6,10,4,0
2016-06-11,1,3,36,2016,6,11,5,1
2016-06-12,1,3,59,2016,6,12,6,1
2016-06-13,1,3,38,2016,6,13,0,0
2016-06-14,1,3,43,2016,6,14,1,0
2016-06-15,1,3,52,2016,6,15,2,0
2016-06-16,1,3,37,2016,6,16,3,0
2016-06-17,1,3,50,2016,6,17,4,0
2016-06-18,1,3,47,2016,6,18,5,1
2016-06-19,1,3,46,2016,6,19,6,1
2016-06-20,1,3,35,2016,6,20,0,0
2016-06-21,1,3,40,2016,6,21,1,0
2016-06-22,1,3,34,2016,6,22,2,0
2016-06-23,1,3,46,2016,6,23,3,0
2016-06-24,1,3,43,2016,6,24,4,0
2016-06-25,1,3,42,2016,6,25,5,1
2016-06-26,1,3,57,2016,6,26,6,1
2016-06-27,1,3,24,2016,6,27,0,0
2016-06-28,1,3,40,2016,6,28,1,0
2016-06-29,1,3,38,2016,6,29,2,0
2016-06-30,1,3,56,2016,6,30,3,0
2016-07-01,1,3,51,2016,7,1,4,0
2016-07-02,1,3,35,2016,7,2,5,1
2016-07-03,1,3,54,2016,7,3,6,1
2016-07-04,1,3,35,2016,7,4,0,0
2016-07-05,1,3,53,2016,7,5,1,0
2016-07-06,1,3,40,2016,7,6,2,0
2016-07-07,1,3,41,2016,7,7,3,0
2016-07-08,1,3,31,2016,7,8,4,0
2016-07-09,1,3,55,2016,7,9,5,1
2016-07-10,1,3,54,2016,7,10,6,1
2016-07-11,1,3,41,2016,7,11,0,0
2016-07-12,1,3,41,2016,7,12,1,0
2016-07-13,1,3,39,2016,7,13,2,0
2016-07-14,1,3,57,2016,7,14,3,0
2016-07-15,1,3,47,2016,7,15,4,0
2016-07-16,1,3,50,2016,7,16,5,1
2016-07-17,1,3,60,2016,7,17,6,1
2016-07-18,1,3,44,2016,7,18,0,0
2016-07-19,1,3,43,2016,7,19,1,0
2016-07-20,1,3,46,2016,7,20,2,0
2016-07-21,1,3,45,2016,7,21,3,0
2016-07-22,1,3,51,2016,7,22,4,0
2016-07-23,1,3,49,2016,7,23,5,1
2016-07-24,1,3,70,2016,7,24,6,1
2016-07-25,1,3,39,2016,7,25,0,0
2016-07-26,1,3,35,2016,7,26,1,0
2016-07-27,1,3,37,2016,7,27,2,0
2016-07-28,1,3,55,2016,7,28,3,0
2016-07-29,1,3,45,2016,7,29,4,0
2016-07-30,1,3,50,2016,7,30,5,1
2016-07-31,1,3,50,2016,7,31,6,1
2016-08-01,1,3,17,2016,8,1,0,0
2016-08-02,1,3,35,2016,8,2,1,0
2016-08-03,1,3,36,2016,8,3,2,0
2016-08-04,1,3,35,2016,8,4,3,0
2016-08-05,1,3,36,2016,8,5,4,0
2016-08-06,1,3,46,2016,8,6,5,1
2016-08-07,1,3,38,2016,8,7,6,1
2016-08-08,1,3,36,2016,8,8,0,0
2016-08-09,1,3,50,2016,8,9,1,0
2016-08-10,1,3,26,2016,8,10,2,0
2016-08-11,1,3,37,2016,8,11,3,0
2016-08-12,1,3,48,2016,8,12,4,0
2016-08-13,1,3,52,2016,8,13,5,1
2016-08-14,1,3,46,2016,8,14,6,1
2016-08-15,1,3,31,2016,8,15,0,0
2016-08-16,1,3,35,2016,8,16,1,0
2016-08-17,1,3,36,2016,8,17,2,0
2016-08-18,1,3,36,2016,8,18,3,0
2016-08-19,1,3,41,2016,8,19,4,0
2016-08-20,1,3,48,2016,8,20,5,1
2016-08-21,1,3,38,2016,8,21,6,1
2016-08-22,1,3,30,2016,8,22,0,0
2016-08-23,1,3,36,2016,8,23,1,0
2016-08-24,1,3,46,2016,8,24,2,0
2016-08-25,1,3,43,2016,8,25,3,0
2016-08-26,1,3,47,2016,8,26,4,0
2016-08-27,1,3,40,2016,8,27,5,1
2016-08-28,1,3,43,2016,8,28,6,1
2016-08-29,1,3,41,2016,8,29,0,0
2016-08-30,1,3,25,2016,8,30,1,0
2016-08-31,1,3,43,2016,8,31,2,0
2016-09-01,1,3,31,2016,9,1,3,0
2016-09-02,1,3,39,2016,9,2,4,0
2016-09-03,1,3,48,2016,9,3,5,1
2016-09-04,1,3,49,2016,9,4,6,1
2016-09-05,1,3,30,2016,9,5,0,0
2016-09-06,1,3,35,2016,9,6,1,0
2016-09-07,1,3,33,2016,9,7,2,0
2016-09-08,1,3,37,2016,9,8,3,0
2016-09-09,1,3,49,2016,9,9,4,0
2016-09-10,1,3,41,2016,9,10,5,1
2016-09-11,1,3,42,2016,9,11,6,1
2016-09-12,1,3,34,2016,9,12,0,0
2016-09-13,1,3,31,2016,9,13,1,0
2016-09-14,1,3,41,2016,9,14,2,0
2016-09-15,1,3,39,2016,9,15,3,0
2016-09-16,1,3,58,2016,9,16,4,0
2016-09-17,1,3,36,2016,9,17,5,1
2016-09-18,1,3,45,2016,9,18,6,1
2016-09-19,1,3,29,2016,9,19,0,0
2016-09-20,1,3,42,2016,9,20,1,0
2016-09-21,1,3,34,2016,9,21,2,0
2016-09-22,1,3,41,2016,9,22,3,0
2016-09-23,1,3,36,2016,9,23,4,0
2016-09-24,1,3,44,2016,9,24,5,1
2016-09-25,1,3,41,2016,9,25,6,1
2016-09-26,1,3,38,2016,9,26,0,0
2016-09-27,1,3,31,2016,9,27,1,0
2016-09-28,1,3,30,2016,9,28,2,0
2016-09-29,1,3,36,2016,9,29,3,0
2016-09-30,1,3,43,2016,9,30,4,0
2016-10-01,1,3,38,2016,10,1,5,1
2016-10-02,1,3,48,2016,10,2,6,1
2016-10-03,1,3,30,2016,10,3,0,0
2016-10-04,1,3,24,2016,10,4,1,0
2016-10-05,1,3,21,2016,10,5,2,0
2016-10-06,1,3,42,2016,10,6,3,0
2016-10-07,1,3,39,2016,10,7,4,0
2016-10-08,1,3,35,2016,10,8,5,1
2016-10-09,1,3,40,2016,10,9,6,1
2016-10-10,1,3,30,2016,10,10,0,0
2016-10-11,1,3,32,2016,10,11,1,0
2016-10-12,1,3,39,2016,10,12,2,0
2016-10-13,1,3,31,2016,10,13,3,0
2016-10-14,1,3,30,2016,10,14,4,0
2016-10-15,1,3,42,2016,10,15,5,1
2016-10-16,1,3,48,2016,10,16,6,1
2016-10-17,1,3,30,2016,10,17,0,0
2016-10-18,1,3,27,2016,10,18,1,0
2016-10-19,1,3,31,2016,10,19,2,0
2016-10-20,1,3,35,2016,10,20,3,0
2016-10-21,1,3,28,2016,10,21,4,0
2016-10-22,1,3,41,2016,10,22,5,1
2016-10-23,1,3,43,2016,10,23,6,1
2016-10-24,1,3,26,2016,10,24,0,0
2016-10-25,1,3,32,2016,10,25,1,0
2016-10-26,1,3,30,2016,10,26,2,0
2016-10-27,1,3,29,2016,10,27,3,0
2016-10-28,1,3,37,2016,10,28,4,0
2016-10-29,1,3,42,2016,10,29,5,1
2016-10-30,1,3,44,2016,10,30,6,1
2016-10-31,1,3,32,2016,10,31,0,0
2016-11-01,1,3,40,2016,11,1,1,0
2016-11-02,1,3,29,2016,11,2,2,0
2016-11-03,1,3,41,2016,11,3,3,0
2016-11-04,1,3,45,2016,11,4,4,0
2016-11-05,1,3,35,2016,11,5,5,1
2016-11-06,1,3,44,2016,11,6,6,1
2016-11-07,1,3,22,2016,11,7,0,0
2016-11-08,1,3,31,2016,11,8,1,0
2016-11-09,1,3,36,2016,11,9,2,0
2016-11-10,1,3,37,2016,11,10,3,0
2016-11-11,1,3,39,2016,11,11,4,0
2016-11-12,1,3,43,2016,11,12,5,1
2016-11-13,1,3,56,2016,11,13,6,1
2016-11-14,1,3,26,2016,11,14,0,0
2016-11-15,1,3,39,2016,11,15,1,0
2016-11-16,1,3,29,2016,11,16,2,0
2016-11-17,1,3,36,2016,11,17,3,0
2016-11-18,1,3,38,2016,11,18,4,0
2016-11-19,1,3,44,2016,11,19,5,1
2016-11-20,1,3,53,2016,11,20,6,1
2016-11-21,1,3,27,2016,11,21,0,0
2016-11-22,1,3,46,2016,11,22,1,0
2016-11-23,1,3,40,2016,11,23,2,0
2016-11-24,1,3,37,2016,11,24,3,0
2016-11-25,1,3,40,2016,11,25,4,0
2016-11-26,1,3,50,2016,11,26,5,1
2016-11-27,1,3,38,2016,11,27,6,1
2016-11-28,1,3,21,2016,11,28,0,0
2016-11-29,1,3,44,2016,11,29,1,0
2016-11-30,1,3,28,2016,11,30,2,0
2016-12-01,1,3,20,2016,12,1,3,0
2016-12-02,1,3,28,2016,12,2,4,0
2016-12-03,1,3,25,2016,12,3,5,1
2016-12-04,1,3,36,2016,12,4,6,1
2016-12-05,1,3,19,2016,12,5,0,0
2016-12-06,1,3,28,2016,12,6,1,0
2016-12-07,1,3,28,2016,12,7,2,0
2016-12-08,1,3,23,2016,12,8,3,0
2016-12-09,1,3,38,2016,12,9,4,0
2016-12-10,1,3,37,2016,12,10,5,1
2016-12-11,1,3,33,2016,12,11,6,1
2016-12-12,1,3,18,2016,12,12,0,0
2016-12-13,1,3,31,2016,12,13,1,0
2016-12-14,1,3,21,2016,12,14,2,0
2016-12-15,1,3,22,2016,12,15,3,0
2016-12-16,1,3,25,2016,12,16,4,0
2016-12-17,1,3,23,2016,12,17,5,1
2016-12-18,1,3,25,2016,12,18,6,1
2016-12-19,1,3,21,2016,12,19,0,0
2016-12-20,1,3,24,2016,12,20,1,0
2016-12-21,1,3,26,2016,12,21,2,0
2016-12-22,1,3,24,2016,12,22,3,0
2016-12-23,1,3,26,2016,12,23,4,0
2016-12-24,1,3,37,2016,12,24,5,1
2016-12-25,1,3,38,2016,12,25,6,1
2016-12-26,1,3,23,2016,12,26,0,0
2016-12-27,1,3,29,2016,12,27,1,0
2016-12-28,1,3,22,2016,12,28,2,0
2016-12-29,1,3,26,2016,12,29,3,0
2016-12-30,1,3,26,2016,12,30,4,0
2016-12-31,1,3,29,2016,12,31,5,1
2017-01-01,1,3,36,2017,1,1,6,1
2017-01-02,1,3,23,2017,1,2,0,0
2017-01-03,1,3,20,2017,1,3,1,0
2017-01-04,1,3,23,2017,1,4,2,0
2017-01-05,1,3,25,2017,1,5,3,0
2017-01-06,1,3,23,2017,1,6,4,0
2017-01-07,1,3,26,2017,1,7,5,1
2017-01-08,1,3,32,2017,1,8,6,1
2017-01-09,1,3,23,2017,1,9,0,0
2017-01-10,1,3,17,2017,1,10,1,0
2017-01-11,1,3,15,2017,1,11,2,0
2017-01-12,1,3,37,2017,1,12,3,0
2017-01-13,1,3,31,2017,1,13,4,0
2017-01-14,1,3,30,2017,1,14,5,1
2017-01-15,1,3,22,2017,1,15,6,1
2017-01-16,1,3,19,2017,1,16,0,0
2017-01-17,1,3,20,2017,1,17,1,0
2017-01-18,1,3,34,2017,1,18,2,0
2017-01-19,1,3,22,2017,1,19,3,0
2017-01-20,1,3,26,2017,1,20,4,0
2017-01-21,1,3,33,2017,1,21,5,1
2017-01-22,1,3,33,2017,1,22,6,1
2017-01-23,1,3,17,2017,1,23,0,0
2017-01-24,1,3,19,2017,1,24,1,0
2017-01-25,1,3,25,2017,1,25,2,0
2017-01-26,1,3,17,2017,1,26,3,0
2017-01-27,1,3,28,2017,1,27,4,0
2017-01-28,1,3,30,2017,1,28,5,1
2017-01-29,1,3,27,2017,1,29,6,1
2017-01-30,1,3,27,2017,1,30,0,0
2017-01-31,1,3,28,2017,1,31,1,0
2017-02-01,1,3,25,2017,2,1,2,0
2017-02-02,1,3,20,2017,2,2,3,0
2017-02-03,1,3,31,2017,2,3,4,0
2017-02-04,1,3,19,2017,2,4,5,1
2017-02-05,1,3,38,2017,2,5,6,1
2017-02-06,1,3,23,2017,2,6,0,0
2017-02-07,1,3,27,2017,2,7,1,0
2017-02-08,1,3,20,2017,2,8,2,0
2017-02-09,1,3,30,2017,2,9,3,0
2017-02-10,1,3,37,2017,2,10,4,0
2017-02-11,1,3,23,2017,2,11,5,1
2017-02-12,1,3,31,2017,2,12,6,1
2017-02-13,1,3,28,2017,2,13,0,0
2017-02-14,1,3,19,2017,2,14,1,0
2017-02-15,1,3,22,2017,2,15,2,0
2017-02-16,1,3,33,2017,2,16,3,0
2017-02-17,1,3,29,2017,2,17,4,0
2017-02-18,1,3,39,2017,2,18,5,1
2017-02-19,1,3,34,2017,2,19,6,1
2017-02-20,1,3,24,2017,2,20,0,0
2017-02-21,1,3,29,2017,2,21,1,0
2017-02-22,1,3,25,2017,2,22,2,0
2017-02-23,1,3,19,2017,2,23,3,0
2017-02-24,1,3,35,2017,2,24,4,0
2017-02-25,1,3,29,2017,2,25,5,1
2017-02-26,1,3,32,2017,2,26,6,1
2017-02-27,1,3,25,2017,2,27,0,0
2017-02-28,1,3,31,2017,2,28,1,0
2017-03-01,1,3,40,2017,3,1,2,0
2017-03-02,1,3,34,2017,3,2,3,0
2017-03-03,1,3,32,2017,3,3,4,0
2017-03-04,1,3,32,2017,3,4,5,1
2017-03-05,1,3,41,2017,3,5,6,1
2017-03-06,1,3,19,2017,3,6,0,0
2017-03-07,1,3,30,2017,3,7,1,0
2017-03-08,1,3,35,2017,3,8,2,0
2017-03-09,1,3,27,2017,3,9,3,0
2017-03-10,1,3,36,2017,3,10,4,0
2017-03-11,1,3,35,2017,3,11,5,1
2017-03-12,1,3,34,2017,3,12,6,1
2017-03-13,1,3,28,2017,3,13,0,0
2017-03-14,1,3,34,2017,3,14,1,0
2017-03-15,1,3,37,2017,3,15,2,0
2017-03-16,1,3,33,2017,3,16,3,0
2017-03-17,1,3,28,2017,3,17,4,0
2017-03-18,1,3,36,2017,3,18,5,1
